,FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN_x,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,CIFSN_y,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,CIFSN_x.1,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,CIFSN_y.1,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
593,PLST,NY,60,0,0,0,0,595,0600000US3605956000,3605956000,1,2,36,1779796,59.0,H1,974128.0,56000.0,T1,979336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620.0,1.0,408.0,35004.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,268347821,170073829,Oyster Bay,Oyster Bay town,A,,301332,104915,40.8004883,-73.5105641,43,,,1,301332,281622,215037,7041,616,46554,75,12299,19710,18781,1001,772,2417,33,12998,110,182,5,523,114,1,176,51,359,39,800,114,65,8,217,15,0,173,14,106,2,9,0,22,2,41,1,0,4,0,7,118,20,0,63,3,20,1,0,6,0,1,1,2,0,0,1,11,1,10,0,0,0,0,0,0,301332,31337,269995,263226,208514,6650,222,46384,47,1409,6769,6461,836,650,2315,31,1796,79,174,4,160,101,1,11,51,238,14,282,73,53,8,40,13,0,3,14,27,0,9,0,5,1,31,1,0,0,0,4,24,11,0,4,0,8,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,239583,226480,176559,5704,445,34561,64,9147,13103,12543,535,596,1078,21,9277,79,112,2,339,88,1,124,43,222,26,494,75,34,2,133,10,0,116,10,51,2,8,0,13,2,27,1,0,4,0,6,59,10,0,34,1,9,1,0,1,0,1,0,1,0,0,1,7,1,6,0,0,0,0,0,0,239583,22269,217314,213303,172234,5428,160,34464,39,978,4011,3806,448,520,1042,19,1183,62,107,2,120,79,1,10,43,161,9,192,49,31,2,29,8,0,1,10,20,0,8,0,5,1,23,1,0,0,0,4,11,3,0,4,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,104915,100216,4699,3,5516,1801,0,65,1706,30,3715,1801,0,1914
594,PLST,NY,60,0,0,0,0,596,0600000US3606144919,3606144919,1,2,36,1779796,61.0,H6,974129.0,44919.0,Z1,979190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620.0,1.0,408.0,35614.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58679457,29014840,Manhattan,Manhattan borough,G,,1694251,913926,40.7766419,-73.97018709999999,21,,,1,1694251,1518810,847604,229361,9969,221995,1795,208086,175441,160970,14561,4129,23572,400,81363,3004,1877,171,25334,256,33,2230,1616,1660,764,12109,2479,779,23,4489,241,11,1691,297,1046,48,126,14,494,26,209,43,9,33,10,41,2141,207,10,1664,12,146,6,8,51,0,19,3,11,2,0,2,204,49,126,20,0,1,8,17,17,1694251,402640,1291611,1228622,793294,199592,1895,219624,882,13335,62989,59114,11317,3063,22815,357,12092,2205,1661,138,2986,196,13,46,1530,666,29,3514,1219,643,21,467,190,6,45,272,310,13,96,14,76,22,97,8,9,5,0,1,324,152,4,84,5,48,0,8,0,0,12,0,10,0,0,1,33,21,10,2,0,0,0,4,4,2,1461740,1322802,756465,188633,8133,197985,1537,170049,138938,127830,10714,3579,13781,315,69255,2523,1315,156,20747,208,33,1836,1526,1223,619,9245,2008,485,16,3486,163,11,1446,239,591,39,86,14,376,19,155,34,9,26,10,32,1683,143,10,1380,11,87,0,2,28,0,11,0,8,2,0,1,163,43,95,16,0,1,8,17,17,1461740,329236,1132504,1086690,710509,167205,1656,196100,762,10458,45814,42871,8470,2726,13345,288,10010,1933,1184,125,2577,159,13,39,1457,517,28,2690,1025,411,14,352,136,6,42,221,209,13,69,14,61,16,79,8,9,5,0,0,219,106,4,66,4,21,0,2,0,0,9,0,7,0,0,0,30,19,9,2,0,0,0,4,4,913926,817782,96144,3,77535,7442,2273,119,4698,352,70093,36507,0,33586
595,PLST,NY,60,0,0,0,0,597,0600000US3606300000,3606300000,1,2,36,1779796,63.0,H1,974130.0,0.0,Z9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1553796174,County subdivisions not defined,County subdivisions not defined,F,,0,0,43.4567309,-78.79214250000001,00,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
596,PLST,NY,60,0,0,0,0,598,0600000US3606311803,3606311803,1,2,36,1779796,63.0,H1,974130.0,11803.0,T1,978775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,102847866,0,Cambria,Cambria town,A,,5743,2353,43.1765886,-78.8202507,43,,,1,5743,5506,5292,131,35,22,0,26,237,227,38,80,18,0,88,1,0,1,0,0,0,0,0,1,0,10,1,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743,107,5636,5447,5259,128,33,22,0,5,189,183,38,79,18,0,45,1,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4655,4492,4317,116,28,15,0,16,163,159,20,59,6,0,71,1,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4655,77,4578,4452,4293,113,26,15,0,5,126,125,20,58,6,0,38,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353,2229,124,3,272,0,0,0,0,0,272,246,0,26
597,PLST,NY,60,0,0,0,0,599,0600000US3606332490,3606332490,1,2,36,1779796,63.0,H1,974130.0,32490.0,T1,979054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,135658133,96733,Hartland,Hartland town,A,,3874,1656,43.2581385,-78.5546772,43,,,1,3874,3708,3602,33,14,14,0,45,166,153,24,49,9,0,63,5,0,0,3,0,0,0,0,0,0,13,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874,77,3797,3656,3580,33,14,14,0,15,141,130,24,49,9,0,40,5,0,0,3,0,0,0,0,0,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3137,3034,2958,22,13,8,0,33,103,100,8,34,4,0,52,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,51,3086,3002,2948,22,13,8,0,11,84,82,8,34,4,0,34,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,1546,110,3,8,0,0,0,0,0,8,0,0,8
598,PLST,NY,60,0,0,0,0,600,0600000US3606342158,3606342158,1,2,36,1779796,63.0,H1,974130.0,42158.0,T1,979146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96144091,10386563,Lewiston,Lewiston town,A,,15944,6857,43.1841494,-78.95141640000001,43,,,1,15944,15314,14586,257,166,186,3,116,630,604,57,157,59,1,323,2,3,0,0,0,0,1,1,0,0,24,7,0,1,8,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15944,413,15531,15114,14458,242,162,183,3,66,417,402,51,152,57,1,136,1,3,0,0,0,0,0,1,0,0,15,7,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13461,13036,12424,220,128,150,3,111,425,409,26,99,25,1,253,1,2,0,0,0,0,1,1,0,0,15,1,0,0,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13461,335,13126,12869,12322,208,124,148,3,64,257,248,21,94,23,1,105,1,2,0,0,0,0,0,1,0,0,9,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6857,6479,378,3,1413,245,0,0,245,0,1168,1108,0,60
599,PLST,NY,60,0,0,0,0,601,0600000US3606343082,3606343082,1,2,36,1779796,63.0,H1,974130.0,43082.0,C5,979164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21755323,118484,Lockport,Lockport city,F,,20876,10178,43.1694596,-78.69580690000001,25,,,1,20876,19176,16881,1690,93,128,12,372,1700,1576,673,309,70,4,421,20,4,1,48,0,2,19,4,1,0,111,56,18,0,23,1,0,6,2,0,0,0,0,4,0,0,0,0,0,0,1,13,2,1,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20876,1140,19736,18441,16544,1610,82,127,11,67,1295,1222,629,300,68,4,165,19,4,1,25,0,0,3,4,0,0,69,48,16,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16365,15480,13793,1225,79,103,7,273,885,827,217,228,46,3,273,17,1,1,24,0,0,12,4,1,0,47,31,5,0,4,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,11,1,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16365,672,15693,15025,13617,1183,68,103,7,47,668,633,203,226,44,3,119,16,1,1,13,0,0,3,4,0,0,32,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9293,885,3,292,222,0,0,222,0,70,0,0,70
600,PLST,NY,60,0,0,0,0,602,0600000US3606343093,3606343093,1,2,36,1779796,63.0,H1,974130.0,43093.0,T1,979165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,116143104,134394,Lockport,Lockport town,A,,20563,9110,43.1492492,-78.6888447,43,,,1,20563,19399,17753,1014,84,192,3,353,1164,1092,317,261,73,3,381,16,2,3,27,0,1,0,6,1,1,70,27,4,0,22,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20563,908,19655,18809,17506,975,73,191,3,61,846,808,297,251,72,3,150,16,1,3,7,0,1,0,6,1,0,37,24,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16462,15757,14530,764,61,155,0,247,705,668,121,191,37,0,281,8,2,3,18,0,0,0,6,0,1,36,12,0,0,15,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16462,573,15889,15395,14394,741,57,155,0,48,494,480,116,191,37,0,116,8,1,3,2,0,0,0,6,0,0,13,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110,8714,396,3,403,306,278,18,0,10,97,0,0,97
601,PLST,NY,60,0,0,0,0,603,0600000US3606350232,3606350232,1,2,36,1779796,63.0,H1,974130.0,50232.0,T1,979262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,134221916,4292154,Newfane,Newfane town,A,,9304,4241,43.2901834,-78.692824,43,,,1,9304,8924,8612,91,58,28,1,134,380,365,65,152,14,5,120,3,0,1,3,0,0,0,1,1,0,12,5,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9304,222,9082,8758,8559,83,58,27,1,30,324,313,65,150,14,5,72,3,0,1,3,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7553,7302,7045,76,52,21,1,107,251,238,14,118,9,5,84,3,0,1,3,0,0,0,1,0,0,11,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7553,149,7404,7181,7010,72,52,20,1,26,223,213,14,116,9,5,62,3,0,1,3,0,0,0,0,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4241,3831,410,3,193,149,0,0,149,0,44,0,0,44
602,PLST,NY,60,0,0,0,0,604,0600000US3606351033,3606351033,1,2,36,1779796,63.0,H1,974130.0,51033.0,T1,979275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24562714,0,Niagara,Niagara town,A,,7903,3782,43.1154463,-78.98098,43,,,1,7903,7384,6670,410,130,106,4,64,519,500,111,185,28,0,165,3,0,0,4,2,1,0,0,0,1,18,6,5,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7903,243,7660,7249,6594,400,123,106,4,22,411,398,108,178,28,0,76,3,0,0,2,2,1,0,0,0,0,12,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6443,6117,5567,314,101,96,1,38,326,314,47,119,13,0,127,3,0,0,4,0,1,0,0,0,0,11,6,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6443,180,6263,6013,5506,307,94,96,1,9,250,243,47,117,13,0,60,3,0,0,2,0,1,0,0,0,0,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3782,3458,324,3,25,0,0,0,0,0,25,0,0,25
603,PLST,NY,60,0,0,0,0,605,0600000US3606351055,3606351055,1,2,36,1779796,63.0,H1,974130.0,51055.0,C5,979276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36482615,7100859,Niagara Falls,Niagara Falls city,F,,48671,25471,43.0928407,-79.0147434,25,,,1,48671,44597,29719,11954,852,1013,10,1049,4074,3730,1629,799,152,13,772,157,24,2,140,4,0,15,5,14,4,315,193,18,1,47,9,0,25,2,8,0,0,0,6,0,0,0,0,4,0,2,21,8,0,9,0,1,1,0,0,0,0,1,1,0,0,0,8,2,5,0,0,0,1,0,0,48671,2624,46047,42820,29110,11639,786,1004,10,271,3227,2980,1543,743,146,13,296,138,23,2,56,4,0,2,5,9,0,230,181,14,0,19,4,0,0,2,6,0,0,0,0,0,0,0,0,4,0,0,11,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,1,5,0,0,0,0,0,0,2,38003,35901,25189,8509,692,795,6,710,2102,1939,566,532,93,9,516,94,21,2,76,3,0,10,5,8,4,146,83,8,0,18,8,0,15,1,5,0,0,0,6,0,0,0,0,2,0,0,11,2,0,6,0,1,1,0,0,0,0,1,0,0,0,0,6,0,5,0,0,0,1,0,0,38003,1598,36405,34762,24793,8350,645,789,6,179,1643,1529,549,506,90,9,223,85,20,2,29,3,0,2,5,6,0,104,81,4,0,10,3,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,0,0,25471,21927,3544,3,403,232,0,1,231,0,171,0,0,171
604,PLST,NY,60,0,0,0,0,606,0600000US3606353682,3606353682,1,2,36,1779796,63.0,H1,974130.0,53682.0,C5,979293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26140446,2076404,North Tonawanda,North Tonawanda city,F,,30496,15087,43.049157,-78.87122420000001,25,,,1,30496,29069,27988,462,157,220,8,234,1427,1342,235,393,141,9,498,11,5,0,33,2,0,7,2,6,0,74,34,9,0,13,2,0,8,1,5,0,0,1,0,0,0,0,0,0,0,1,10,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30496,946,29550,28519,27655,430,148,219,7,60,1031,984,224,389,136,9,202,3,5,0,13,2,0,0,1,0,0,46,31,8,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,25060,24203,23400,338,115,183,8,159,857,817,88,265,72,7,344,8,3,0,15,2,0,5,2,6,0,31,15,3,0,6,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25060,577,24483,23875,23227,316,108,183,7,34,608,590,84,262,72,7,153,2,3,0,4,2,0,0,1,0,0,18,13,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15087,14108,979,3,162,76,0,0,76,0,86,0,0,86
605,PLST,NY,60,0,0,0,0,607,0600000US3606357111,3606357111,1,2,36,1779796,63.0,H1,974130.0,57111.0,T1,979351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70153542,699417,Pendleton,Pendleton town,A,,7035,2708,43.1043741,-78.7645878,43,,,1,7035,6741,6609,50,5,54,0,23,294,287,34,76,44,0,118,1,4,0,4,1,0,4,0,1,0,7,1,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7035,103,6932,6704,6587,49,5,52,0,11,228,222,34,76,44,0,57,1,4,0,2,1,0,2,0,1,0,6,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5457,5299,5175,49,5,52,0,18,158,156,15,46,13,0,72,0,2,0,2,1,0,4,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5457,70,5387,5276,5164,48,5,50,0,9,111,109,15,46,13,0,27,0,2,0,2,1,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2708,2599,109,3,9,0,0,0,0,0,9,0,0,9
606,PLST,NY,60,0,0,0,0,608,0600000US3606359267,3606359267,1,2,36,1779796,63.0,H1,974130.0,59267.0,T1,979386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380.0,1.0,160.0,99999.0,99999.0,9.0,999.0,99999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85612490,12065649,Porter,Porter town,A,,6513,2963,43.2578854,-78.97023709999999,43,,,1,6513,6248,6033,44,45,56,0,70,265,255,37,86,15,4,100,2,0,0,4,1,1,4,0,0,1,9,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6513,166,6347,6162,5989,41,43,55,0,34,185,181,32,85,14,4,42,1,0,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5324,5145,4976,38,43,41,0,47,179,176,17,62,9,4,76,1,0,0,2,1,1,2,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5324,108,5216,5087,4948,35,41,40,0,23,129,129,15,61,9,4,36,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963,2684,279,3,101,0,0,0,0,0,101,0,0,101
